0	0	วันที 09 เดือน กุมภาพันธ์ พ.ศ.วันที 09 เดือน กุมภาพันธ์ พ.ศ.	71	234	352	267
0	0	25652565	354	239	415	261
0	0	เวสา 18:36เวสา 18:36	418	241	534	262
0	0	และพาณิชย์และพาณิชย์	821	252	947	279
0	0	ร่างพระราชบัญญัติ แก้ไขเพิ่มเติมประมวลกฎหมายแพ่งร่างพระราชบัญญัติ แก้ไขเพิ่มเติมประมวลกฎหมายแพ่ง	822	208	1286	247
0	0	(ฉบับที(ฉบับที	950	252	1030	279
0	0	))	1045	256	1065	279
0	0	พศ.พศ.	1066	259	1115	278
0	0	๕% =๕% =	1124	273	1141	279
0	1	จ้านวนผู้เข้าร่วมประชุมจ้านวนผู้เข้าร่วมประชุม	70	292	289	327
0	1	350350	449	298	496	320
0	1	คณะรัฐมนตรีรับไปพิจารณาก่อนรับหลักการคณะรัฐมนตรีรับไปพิจารณาก่อนรับหลักการ	821	290	1257	326
0	2	เห็นด้วยเห็นด้วย	70	355	155	383
0	2	219219	447	361	496	384
0	3	ไม่เห็นด้วยไม่เห็นด้วย	68	417	177	446
0	3	118118	449	426	496	447
0	4	งดออกเสียงงดออกเสียง	72	484	189	511
0	4	1212	449	490	484	511
0	5	ไม่สงคะแนนเสียงไม่สงคะแนนเสียง	68	546	238	574
0	5	ไไ	449	553	468	573
0	6	หน้า 1/ 1.1521หน้า 1/ 1.1521	1156	597	1308	624
0	7	ลําดับที่ลําดับที่	86	635	168	666
0	7	เลขที่บัตรเลขที่บัตร	206	636	309	667
0	7	ชื่อ-สกุลชื่อ-สกุล	332	636	422	674
0	7	ซื่อสังกัดซื่อสังกัด	822	636	915	668
0	7	ผลการลงคะแนนผลการลงคะแนน	1161	647	1331	667
0	8	".".	117	695	136	705
0	8		118	707	136	716
0	8	383383	235	694	282	717
0	8	นายสมบัตินายสมบัติ	332	690	437	717
0	8	ศรีสุรินทร์ศรีสุรินทร์	440	690	542	724
0	8	พรรคเพื่อไทยพรรคเพื่อไทย	823	686	957	717
0	8	เห็นด้วยเห็นด้วย	1161	689	1246	717
0	9	22	114	745	138	766
0	9	009009	233	744	283	766
0	9	นายกตฤษฎานายกตฤษฎา	333	747	448	773
0	9	ตันเทอดทิตย์ตันเทอดทิตย์	452	740	581	767
0	9	พรรคเพื่อไทยพรรคเพื่อไทย	823	739	957	767
0	9	ไม่เห็นด้วยไม่เห็นด้วย	1158	738	1269	766
0	10	33	116	793	138	816
0	10	022022	232	794	283	815
0	10	นางสาวกิตตี๋ธัญญานางสาวกิตตี๋ธัญญา	332	784	513	821
0	10	วาจาดีวาจาดี	517	790	588	815
0	10	พรรคเพื่อไทยพรรคเพื่อไทย	822	789	958	816
0	10	ไม่เห็นด้วยไม่เห็นด้วย	1159	787	1269	815
0	11	4ง4ง	115	843	138	862
0	11	023023	233	843	282	864
0	11	นายคิตติศักดิ์นายคิตติศักดิ์	332	833	463	865
0	11	คณาสวัสดิ์คณาสวัสดิ์	466	834	571	865
0	11	พรรคเพื่อไทยพรรคเพื่อไทย	822	837	958	865
0	11	ไม่เห็นด้วยไม่เห็นด้วย	1159	836	1266	865
0	12	55	115	891	139	913
0	12	035035	233	892	282	912
0	12	ขนบายโกศสลขนบายโกศสล	332	885	432	913
0	12	ปทบมะปทบมะ	433	887	500	913
0	12	พรรคเพื่อไทยพรรคเพื่อไทย	822	884	957	914
0	12	ไม่เห็นด้วยไม่เห็นด้วย	1159	886	1267	913
0	13	เจเจ	115	942	139	960
0	13	ทฎิๆด้ทฎิๆด้	232	940	283	961
0	13	นายคุณากรนายคุณากร	332	942	450	968
0	13	ปรีชาชนะชัยปรีชาชนะชัย	453	935	582	962
0	13	พรรคเพื่อไทยพรรคเพื่อไทย	822	935	957	962
0	13	ไม่เห็นด้วยไม่เห็นด้วย	1159	934	1269	962
0	14	””	119	990	138	1006
0	14	ทงิ49ทงิ49	232	989	282	1011
0	14	นายจรัสถทธิ์นายจรัสถทธิ์	332	980	459	1012
0	14	จันทรสุรินทร์จันทรสุรินทร์	463	985	592	1017
0	14	พรรคเพื่อไทยพรรคเพื่อไทย	822	983	958	1012
0	14	ไมเห็นด้วยไมเห็นด้วย	1158	983	1269	1010
0	15	88	114	1039	139	1060
0	15	0ู560ู56	233	1040	282	1061
0	15	นายจักรพลนายจักรพล	333	1035	449	1061
0	15	ตั้: ังสุทธิธรรมตั้: ังสุทธิธรรม	451	1028	573	1067
0	15	พรรคเพื่อไทยพรรคเพื่อไทย	822	1030	957	1060
0	15	ไม่เห็นด้วยไม่เห็นด้วย	1159	1032	1267	1060
0	16	99	115	1088	138	1107
0	16	058058	234	1088	283	1111
0	16	นายจาตรงค์นายจาตรงค์	333	1084	454	1116
0	16	เท็งนรพัฒน์เท็งนรพัฒน์	457	1083	576	1110
0	16	พรรคเพื่อไทยพรรคเพื่อไทย	822	1079	957	1111
0	16	ไม่เห็นด้วยไม่เห็นด้วย	1160	1082	1269	1109
0	17	1010	111	1138	145	1160
0	17	063063	232	1139	282	1160
0	17	นายจิรพงษ์นายจิรพงษ์	332	1134	449	1159
0	17	ทรงวัชราภรณ์ทรงวัชราภรณ์	450	1133	590	1160
0	17	พรรคเพื่อไทยพรรคเพื่อไทย	823	1132	958	1159
0	17	ไม่เห็นด้วยไม่เห็นด้วย	1160	1131	1269	1158
0	18	ฯๆ ฯฯๆ ฯ	112	1187	142	1196
0	18	ฒ่น สอ/-ฒ่น สอ/-	112	1199	143	1207
0	18	064064	232	1187	282	1208
0	18	นายจิรวัฒน์นายจิรวัฒน์	333	1182	452	1208
0	18	ศิริพานีชย์ศิริพานีชย์	454	1182	556	1209
0	18	พรรคเพื่อไทยพรรคเพื่อไทย	822	1178	957	1208
0	18	ไม่เห็นด้วยไม่เห็นด้วย	1159	1180	1269	1207
0	19	1212	112	1236	145	1257
0	19	067067	234	1235	283	1257
0	19	นางสาวจิราพรนางสาวจิราพร	333	1231	477	1257
0	19	สินธุไพรสินธุไพร	480	1230	566	1262
0	19	พรรคเพื่อไทยพรรคเพื่อไทย	823	1226	957	1257
0	19	ไม่เห็นด้วยไม่เห็นด้วย	1159	1229	1269	1256
0	20	1313	111	1285	145	1305
0	20	070070	234	1285	282	1306
0	20	นางจุฑาพัตธน์นางจุฑาพัตธน์	333	1280	476	1313
0	20	เมนะสวัสดิ์เมนะสวัสดิ์	478	1275	589	1306
0	20	พรรคเพื่อไทยพรรคเพื่อไทย	823	1275	959	1306
0	20	ไม่เห็นด้วยไม่เห็นด้วย	1160	1277	1268	1305
0	21	1414	111	1334	145	1355
0	21	075075	232	1333	283	1355
0	21	นายจุลพันธ์นายจุลพันธ์	333	1329	450	1362
0	21	อมรวิวัฒน์อมรวิวัฒน์	453	1329	560	1355
0	21	พรรคเพื่อไทยพรรคเพื่อไทย	823	1328	957	1354
0	21	ไม่เห็นด้วยไม่เห็นด้วย	1159	1326	1269	1354
0	22	1515	112	1385	146	1405
0	22	080080	233	1383	284	1405
0	22	นายฉลาดนายฉลาด	333	1386	434	1406
0	22	ขามข่วงขามข่วง	436	1380	521	1405
0	22	พรรคเพื่อไทยพรรคเพื่อไทย	823	1377	959	1404
0	22	ไม่เห็นด้วยไม่เห็นด้วย	1159	1376	1268	1403
0	23	ไ6ไ6	111	1434	145	1455
0	23	0ชี10ชี1	233	1434	281	1455
0	23	นางสาวซนกนางสาวซนก	333	1435	458	1454
0	23	จันทาทองจันทาทอง	461	1428	563	1455
0	23	พรรคเพื่อไทยพรรคเพื่อไทย	823	1423	959	1454
0	23	ไม่เห็นด้วยไม่เห็นด้วย	1159	1425	1268	1453
0	24	1717	111	1482	145	1504
0	24	106106	237	1483	282	1503
0	24	นายไชยวัฒนานายไชยวัฒนา	333	1477	468	1504
0	24	ติณรัตน์ติณรัตน์	474	1477	558	1504
0	24	พรรคเพื่อไทยพรรคเพื่อไทย	823	1476	957	1503
0	24	ไม่เห็นด้วยไม่เห็นด้วย	1160	1474	1268	1502
0	25	1818	112	1531	146	1552
0	25	121121	238	1531	280	1552
0	25	นายณัธฐพงษ์นายณัธฐพงษ์	333	1526	456	1559
0	25	สุนวริยศิลป์สุนวริยศิลป์	457	1526	561	1558
0	25	พรรคเพื่อไทยพรรคเพื่อไทย	823	1525	959	1552
0	25	ไม่เห็นด้วยไม่เห็นด้วย	1160	1523	1268	1550
0	26	1919	112	1579	146	1600
0	26	142142	237	1579	284	1601
0	26	นางสาวทัศนีย์นางสาวทัศนีย์	333	1574	471	1601
0	26	บูรณุปกรณ์บูรณุปกรณ์	474	1575	590	1608
0	26	พรรคเพื่อไทยพรรคเพื่อไทย	823	1572	959	1600
0	26	ไม่เห็นด้วยไม่เห็นด้วย	1159	1572	1268	1599
0	27	2020	110	1630	147	1651
0	27	144144	237	1629	283	1651
0	27	นายทหายาทนายทหายาท	333	1631	447	1651
0	27	เกียรติซูศักดิ์เกียรติซูศักดิ์	450	1618	574	1657
0	27	พรรคเพื่อไทยพรรคเพื่อไทย	823	1621	959	1649
0	27	ไม่เห็นด้วยไม่เห็นด้วย	1160	1620	1270	1647
0	28	2121	109	1679	143	1700
0	28	149149	237	1678	284	1700
0	28	นางเทียบจุฑานางเทียบจุฑา	334	1673	469	1705
0	28	ซาวข่าซาวข่า	472	1673	543	1699
0	28	พรรคเพื่อไทยพรรคเพื่อไทย	823	1669	958	1699
0	28	ไม่เห็นด้วยไม่เห็นด้วย	1161	1669	1268	1698
0	29	2222	110	1728	146	1749
0	29	151151	237	1727	281	1750
0	29	นายธนคกรนายธนคกร	334	1730	434	1750
0	29	ไชยกุสไชยกุส	435	1722	509	1754
0	29	พรรคเพื่อไทยพรรคเพื่อไทย	824	1718	958	1748
0	29	ไม่เห็นด้วยไม่เห็นด้วย	1161	1719	1270	1747
0	30	2323	110	1778	146	1799
0	30	163163	237	1778	283	1799
0	30	นางสาวธิรรัตน์นางสาวธิรรัตน์	333	1772	479	1798
0	30	สําเร็จวาณิชย์สําเร็จวาณิชย์	481	1771	614	1798
0	30	พรรคเพื่อไทยพรรคเพื่อไทย	824	1768	958	1798
0	30	ไม่เห็นด้วยไม่เห็นด้วย	1160	1768	1270	1796
0	31	2020	110	1826	146	1847
0	31	167167	237	1825	283	1847
0	31	นายนพนายนพ	334	1828	414	1847
0	31	ซีวานันท์ซีวานันท์	416	1821	508	1847
0	31	พรรคเพื่อไทยพรรคเพื่อไทย	823	1818	958	1846
0	31	ไม่เห็นด้วยไม่เห็นด้วย	1160	1817	1269	1844
0	32	2525	110	1875	146	1896
0	32	ไ82ไ82	237	1875	284	1895
0	32	นายนัยมนายนัยม	334	1871	426	1895
0	32	ซ่างพินิจซ่างพินิจ	427	1869	516	1896
0	32	พรรคเพื่อไทยพรรคเพื่อไทย	824	1864	960	1895
0	32	ไม่เห็นด้วยไม่เห็นด้วย	1160	1866	1271	1894
1	0	หน้า 2/ 11521หน้า 2/ 11521	1156	192	1309	219
1	1	ลําดับที่ลําดับที่	86	229	168	260
1	1	เลขที่บัตรเลขที่บัตร	206	229	309	261
1	1	ชื่อ-สกุลชื่อ-สกุล	332	230	422	268
1	1	ซื่อสังกัดซื่อสังกัด	822	231	916	263
1	1	ผลสการลงคะแบนผลสการลงคะแบน	1161	243	1330	263
1	2	2626	108	288	145	309
1	2	19ๆ619ๆ6	236	288	281	310
1	2	นายบูญจิญณนายบูญจิญณ	333	285	447	317
1	2	ประทุมลีประทุมลี	448	284	541	316
1	2	พรรคเพื่อไทยพรรคเพื่อไทย	823	282	957	312
1	2	ไม่เห็นด้วยไม่เห็นด้วย	1160	284	1268	312
1	3	2ร๊2ร๊	108	337	144	357
1	3	196196	236	338	282	359
1	3	นางนบุญรีนนางนบุญรีน	332	331	439	364
1	3	ศรีธเรศศรีธเรศ	441	333	519	359
1	3	พรรคเพื่อไทยพรรคเพื่อไทย	823	333	958	360
1	3	ไม่เห็นด้วยไม่เห็นด้วย	1159	333	1269	360
1	4	2828	108	385	144	407
1	4	208208	233	386	282	408
1	4	นายประภูศักดิ์นายประภูศักดิ์	333	377	475	415
1	4	จีนตะเวชจีนตะเวช	479	383	575	408
1	4	พรรคเพื่อไทยพรรคเพื่อไทย	822	379	958	409
1	4	ไม่เห็นด้วยไม่เห็นด้วย	1159	382	1269	409
1	5	2929	108	434	145	455
1	5	22ฉ422ฉ4	233	434	282	456
1	5	นางผ่องศรีนางผ่องศรี	333	429	442	456
1	5	แซ่จึงแซ่จึง	444	429	504	456
1	5	พรรคเพื่อไทยพรรคเพื่อไทย	823	427	957	458
1	5	ไม่เห็นด้วยไม่เห็นด้วย	1159	430	1268	457
1	6	3030	110	482	146	504
1	6	252252	233	483	283	505
1	6	นายพีระเพชรนายพีระเพชร	332	479	468	506
1	6	ศิริกุลศิริกุล	470	479	535	511
