0	0	จันที 09 เดือน กุมภาพันธ์ พ.ศ.จันที 09 เดือน กุมภาพันธ์ พ.ศ.	84	197	366	233
0	0	25652565	367	207	428	228
0	0	เวลา 16:284เวลา 16:284	431	207	547	228
0	0	(ฉบับที่(ฉบับที่	874	214	954	245
0	0	รางพระราชบัญญัติธนาคารแห่งประเทศไทยรางพระราชบัญญัติธนาคารแห่งประเทศไทย	876	179	1300	212
0	0	ง]ง]	965	223	988	246
0	0	พ.ศ.พ.ศ.	991	226	1038	245
0	1	จ้านวนผู้เข้าร่วมประชุมจ้านวนผู้เข้าร่วมประชุม	84	259	302	294
0	1	2ว802ว80	461	265	508	287
0	1	คณะรัฐมนตรีรับไปพิจารณาก่อนรับหลักการคณะรัฐมนตรีรับไปพิจารณาก่อนรับหลักการ	874	256	1290	292
0	2	เห็นด้วยเห็นด้วย	83	322	168	350
0	2	239239	460	329	509	351
0	3	ไม่เห็นด้วยไม่เห็นด้วย	81	386	190	414
0	3	140140	462	393	510	414
0	4	งดออกเสียงงดออกเสียง	85	452	202	479
0	4	".".	463	458	480	467
0	4		463	469	482	479
0	5	ไม่ลงคะแนนเสียงไม่ลงคะแนนเสียง	81	515	250	543
0	5	00	459	522	484	542
0	6	หน้า 1/ 1.1518หน้า 1/ 1.1518	1168	566	1323	593
0	7	ลําดับที่ลําดับที่	99	605	181	636
0	7	เลขที่บัตรเลขที่บัตร	220	604	322	636
0	7	ชื่อ-สกุลชื่อ-สกุล	345	605	435	642
0	7	ซื่อสังกัดซื่อสังกัด	835	605	928	636
0	7	ผลการลงคะแนนผลการลงคะแนน	1173	616	1342	636
0	8	าา	131	664	150	683
0	8	237237	247	664	295	685
0	8	นายพลภูมินายพลภูมิ	346	659	454	692
0	8	วิภัติภูมิประเทศวิภัติภูมิประเทศ	454	659	609	693
0	8	พรรคเพื่อไทยพรรคเพื่อไทย	836	657	969	685
0	8	เห็นด้วยเห็นด้วย	1173	658	1259	686
0	9	22	128	713	153	734
0	9	53605360	248	713	295	733
0	9	นายศิรสิทธิ์นายศิรสิทธิ์	346	702	461	734
0	9	เลิศด้วยลาภเลิศด้วยลาภ	463	707	585	734
0	9	พรรคเพื่อไทยพรรคเพื่อไทย	836	706	970	735
0	9	เห็นด้วยเห็นด้วย	1173	707	1258	735
